排名,sector_name,板块代码,最新价,涨跌额,pct_chg,总市值,换手率,up_count,down_count,lead_stock,领涨股票-涨跌幅,total_count,up_ratio,score_pct,score_up,hot_score
222,其他农产品加工,BK1505,2228.63,-10.9,-0.49,65538402000,1.19,7,5,晨光生物,1.62,12,0.583,0.5554435483870968,0.7651209677419355,0.6602822580645161
220,金属包装,BK1532,2961.99,-14.43,-0.48,55590594000,2.02,4,3,昇兴股份,3.23,7,0.571,0.5604838709677419,0.7560483870967742,0.658266129032258
157,旅游及景区,BK1272,2802.93,0.66,0.02,123890147000,1.34,10,12,西藏旅游,5.4,22,0.455,0.686491935483871,0.6270161290322581,0.6567540322580645
135,造纸,BK1267,2491.8,4.88,0.2,160476103000,2.08,10,15,宜宾纸业,9.99,25,0.4,0.7318548387096774,0.5786290322580645,0.655241935483871
142,房地产开发,BK0451,13065.21,18.04,0.14,849983792000,1.59,34,47,金科股份,10.0,81,0.42,0.7137096774193549,0.594758064516129,0.654233870967742
210,固废治理,BK1389,2942.94,-12.58,-0.43,327911024000,2.26,17,16,大地海洋,4.79,33,0.515,0.5776209677419355,0.7237903225806451,0.6507056451612903
191,涂料,BK1469,934.37,-2.74,-0.29,24268429000,1.38,1,1,三棵树,0.85,2,0.5,0.6169354838709677,0.6814516129032258,0.6491935483870968
149,医院,BK1601,5952.2,5.69,0.1,186458259000,1.72,5,7,三博脑科,5.37,12,0.417,0.7016129032258065,0.592741935483871,0.6471774193548387
155,超市,BK1552,1562.19,0.77,0.05,64729303000,1.95,3,4,家家悦,2.12,7,0.429,0.6905241935483871,0.6008064516129032,0.6456653225806452
175,工程机械整机,BK1393,4323.76,-7.78,-0.18,557530080000,1.29,10,11,山推股份,5.72,21,0.476,0.6491935483870968,0.6411290322580645,0.6451612903225806
162,其他石化,BK1570,2764.93,-1.42,-0.05,116923923000,2.14,6,8,桐昆股份,4.2,14,0.429,0.6754032258064516,0.6008064516129032,0.6381048387096775
202,种植业,BK1261,2169.53,-7.96,-0.37,127529220000,1.8,10,10,康农种业,2.09,20,0.5,0.592741935483871,0.6814516129032258,0.6370967741935484
204,品牌化妆品,BK1498,1435.67,-5.34,-0.37,91935240000,1.94,4,4,丸美生物,5.14,8,0.5,0.592741935483871,0.6814516129032258,0.6370967741935484
166,啤酒,BK1577,2249.97,-1.79,-0.08,149214732000,0.77,3,4,青岛啤酒,1.84,7,0.429,0.6673387096774194,0.6008064516129032,0.6340725806451613
180,医疗器械,BK1041,906.03,-1.95,-0.21,1228480432000,1.91,61,73,英科医疗,10.25,134,0.455,0.6411290322580645,0.6270161290322581,0.6340725806451613
190,环境治理,BK1235,2370.65,-6.76,-0.28,752901248000,1.85,51,53,中持股份,10.04,104,0.49,0.6199596774193549,0.6451612903225806,0.6325604838709677
170,轮胎轮毂,BK1527,2809.32,-3.19,-0.11,241345654000,1.74,9,12,赛轮轮胎,5.78,21,0.429,0.6592741935483871,0.6008064516129032,0.6300403225806452
181,体外诊断,BK1603,3239.1,-7.12,-0.22,237432222000,1.55,18,22,博拓生物,9.86,40,0.45,0.6370967741935484,0.6209677419354839,0.6290322580645161
230,钢铁,BK0479,7694.34,-48.02,-0.62,828820928000,0.8,20,19,中信特钢,2.82,39,0.513,0.5372983870967742,0.719758064516129,0.6285282258064516
270,厨卫电器,BK1240,5406.81,-52.07,-0.95,47607278000,1.81,5,3,万和电气,2.63,8,0.625,0.46068548387096775,0.7953629032258065,0.6280241935483871
196,纺织制造,BK1224,2555.76,-8.27,-0.32,187625311000,1.97,15,16,华孚时尚,9.97,31,0.484,0.6088709677419355,0.6431451612903226,0.626008064516129
273,冶钢原料,BK1228,3571.13,-35.72,-0.99,156346615000,1.78,5,3,鄂尔多斯,1.63,8,0.625,0.45161290322580644,0.7953629032258065,0.6234879032258065
96,厨房小家电,BK1457,2121.42,12.14,0.58,75385608000,0.73,3,7,爱仕达,9.99,10,0.3,0.8094758064516129,0.43548387096774194,0.6224798387096774
143,住宅开发,BK1346,1787.58,2.43,0.14,544004624000,1.89,21,37,金科股份,10.0,58,0.362,0.7137096774193549,0.5292338709677419,0.6214717741935484
161,房地产,BK1202,1854.56,-0.79,-0.04,904009856000,1.59,37,58,金科股份,10.0,95,0.389,0.6774193548387096,0.561491935483871,0.6194556451612903
223,房地产综合服务,BK1342,1144.45,-6.01,-0.52,6381034000,1.73,1,1,中交发展,2.78,2,0.5,0.5524193548387096,0.6814516129032258,0.6169354838709677
248,农产品加工,BK1256,2070.56,-15.01,-0.72,262441629000,1.28,14,13,金龙鱼,1.81,27,0.519,0.501008064516129,0.7278225806451613,0.6144153225806451
128,熟食,BK1584,2089.19,5.55,0.27,22182838000,0.87,1,2,煌上煌,2.18,3,0.333,0.7469758064516129,0.4798387096774194,0.6134072580645161
193,多元金融,BK0738,562.56,-1.75,-0.31,504404048000,0.76,11,14,渤海租赁,3.4,25,0.44,0.6139112903225806,0.6129032258064516,0.6134072580645161
164,个护用品,BK1251,591.24,-0.38,-0.06,69533557000,1.12,5,8,洁雅股份,9.55,13,0.385,0.6723790322580645,0.5524193548387096,0.612399193548387
186,基建市政工程,BK1472,1965.78,-4.92,-0.25,717012448000,0.59,11,16,交建股份,10.09,27,0.407,0.6280241935483871,0.5907258064516129,0.609375
214,铝,BK1613,2622.41,-11.67,-0.44,800698720000,2.27,14,16,明泰铝业,3.11,30,0.467,0.5725806451612904,0.6360887096774194,0.6043346774193549
188,涤纶,BK1413,1597.88,-4.19,-0.26,77154787000,1.72,4,6,*ST三房,6.06,10,0.4,0.623991935483871,0.5786290322580645,0.6013104838709677
139,分立器件,BK1327,20141.92,32.72,0.16,764552384000,5.4,6,12,银河微电,13.39,18,0.333,0.719758064516129,0.4798387096774194,0.5997983870967742
242,旅游零售Ⅱ,BK1269,5877.09,-41.32,-0.7,118998601000,1.11,1,1,中国中免,0.13,2,0.5,0.5141129032258065,0.6814516129032258,0.5977822580645161
213,化学原料,BK1019,1029.63,-4.55,-0.44,836638896000,1.96,28,34,振华股份,10.0,62,0.452,0.5725806451612904,0.6229838709677419,0.5977822580645161
241,旅游零售Ⅲ,BK1549,5877.09,-41.32,-0.7,118998601000,1.11,1,1,中国中免,0.13,2,0.5,0.5141129032258065,0.6814516129032258,0.5977822580645161
192,汽车经销商,BK1523,1291.37,-3.99,-0.31,17964620000,0.63,2,3,国机汽车,2.81,5,0.4,0.6139112903225806,0.5786290322580645,0.5962701612903225
194,半导体,BK1036,3479.47,-11.05,-0.32,13867743488000,5.44,69,107,盛景微,10.0,176,0.392,0.6088709677419355,0.5665322580645161,0.5877016129032258
195,医疗设备,BK1605,5781.88,-18.62,-0.32,564708416000,2.18,16,25,瑞迈特,6.88,41,0.39,0.6088709677419355,0.5645161290322581,0.5866935483870968
154,广告媒体,BK1292,2074.97,1.03,0.05,79929268000,1.46,1,2,分众传媒,3.27,3,0.333,0.6905241935483871,0.4798387096774194,0.5851814516129032
205,多业态零售,BK1553,1383.27,-5.24,-0.38,65351506000,1.54,6,9,百联股份,1.97,15,0.4,0.5887096774193549,0.5786290322580645,0.5836693548387097
209,化妆品,BK1252,2006.65,-8.27,-0.41,118476281000,1.68,6,9,丸美生物,5.14,15,0.4,0.5836693548387096,0.5786290322580645,0.581149193548387
159,油品石化贸易,BK1571,3193.91,-0.56,-0.02,31122703000,2.64,2,4,恒通股份,2.76,6,0.333,0.6814516129032258,0.4798387096774194,0.5806451612903225
160,烘焙食品,BK1582,693.92,-0.23,-0.03,38352077000,1.05,3,6,西麦食品,3.28,9,0.333,0.6794354838709677,0.4798387096774194,0.5796370967741935
179,水泥,BK0424,25380.11,-54.6,-0.21,269093824000,0.82,7,13,宁夏建材,5.15,20,0.35,0.6411290322580645,0.5151209677419355,0.578125
203,大众出版,BK1289,1524.44,-5.65,-0.37,113040056000,0.96,7,11,中原传媒,4.31,18,0.389,0.592741935483871,0.561491935483871,0.577116935483871
198,美容护理,BK1035,879.14,-3.01,-0.34,253790546000,1.35,12,20,洁雅股份,9.55,32,0.375,0.6008064516129032,0.5423387096774194,0.5715725806451613
185,其他电源设备Ⅲ,BK1322,9773.62,-24.04,-0.25,518050304000,2.76,9,17,海博思创,6.75,26,0.346,0.6280241935483871,0.5120967741935484,0.5700604838709677
201,美容护理,BK1035,879.1,-3.05,-0.35,253772650000,1.35,12,20,洁雅股份,9.55,32,0.375,0.5967741935483871,0.5423387096774194,0.5695564516129032
218,其他种植业,BK1516,790.66,-3.81,-0.48,36174756000,1.86,2,3,海南橡胶,1.63,5,0.4,0.5604838709677419,0.5786290322580645,0.5695564516129032
235,燃气Ⅱ,BK1028,1801.81,-11.56,-0.64,269216160000,1.12,13,17,德龙汇能,9.99,30,0.433,0.5282258064516129,0.6078629032258065,0.5680443548387097
234,燃气Ⅲ,BK1381,1801.81,-11.56,-0.64,269216160000,1.12,13,17,德龙汇能,9.99,30,0.433,0.5282258064516129,0.6078629032258065,0.5680443548387097
174,水产养殖,BK1514,558.96,-0.85,-0.15,10319381000,1.49,1,2,獐子岛,0.65,3,0.333,0.6532258064516129,0.4798387096774194,0.5665322580645161
212,基础建设,BK1247,2089.07,-9.2,-0.44,770803824000,0.89,17,27,交建股份,10.09,44,0.386,0.5725806451612904,0.5574596774193549,0.5650201612903226
227,渔业,BK1260,861.65,-4.7,-0.54,15458697000,1.42,2,3,獐子岛,0.65,5,0.4,0.5443548387096774,0.5786290322580645,0.561491935483871
245,其他家居用品,BK1540,6322.98,-45.09,-0.71,174286987000,1.59,10,13,太力科技,8.81,23,0.435,0.5070564516129032,0.6108870967741935,0.5589717741935484
183,粘胶,BK1416,1404.75,-3.35,-0.24,21609623000,3.69,1,2,ST海龙,4.94,3,0.333,0.6320564516129032,0.4798387096774194,0.5559475806451613
189,大宗用纸,BK1544,1899.6,-5.33,-0.28,87118553000,1.81,4,8,太阳纸业,4.04,12,0.333,0.6199596774193549,0.4798387096774194,0.5498991935483871
228,一般零售,BK0482,15477.46,-86.96,-0.56,413645136000,1.18,22,35,全新好,6.36,57,0.386,0.5423387096774194,0.5574596774193549,0.5498991935483871
231,非运动服装,BK1352,2067.3,-12.97,-0.62,224733630000,1.52,14,23,ST际华,8.38,37,0.378,0.5372983870967742,0.5483870967741935,0.5428427419354839
244,商业物业经营,BK1554,1627.71,-11.58,-0.71,168782637000,0.76,6,9,全新好,6.36,15,0.4,0.5070564516129032,0.5786290322580645,0.5428427419354839
257,环保,BK0728,548.62,-4.54,-0.82,921202832000,1.95,52,78,中持股份,10.04,130,0.4,0.48286290322580644,0.5786290322580645,0.5307459677419355
269,家纺,BK1353,4118.9,-39.64,-0.95,31939297000,1.33,3,4,水星家纺,2.94,7,0.429,0.46068548387096775,0.6008064516129032,0.5307459677419355
239,油田服务,BK1573,1479.88,-9.95,-0.67,146667809000,0.66,3,5,贝肯能源,9.98,8,0.375,0.5191532258064516,0.5423387096774194,0.5307459677419355
310,资产管理,BK1364,3610.9,-45.76,-1.25,39685046000,0.98,2,2,四川双马,0.87,4,0.5,0.375,0.6814516129032258,0.5282258064516129
224,社会服务,BK1214,3954.36,-20.99,-0.53,483855152000,1.71,28,55,中公教育,10.0,83,0.337,0.5483870967741935,0.5050403225806451,0.5267137096774193
197,其他通用设备,BK1398,6211.0,-20.45,-0.33,478459568000,5.07,17,38,宏盛股份,10.0,55,0.309,0.6048387096774194,0.44556451612903225,0.5252016129032258
250,纺织服饰,BK0436,13493.09,-104.72,-0.77,622531616000,1.76,39,65,华孚时尚,9.97,104,0.375,0.4969758064516129,0.5423387096774194,0.5196572580645161
247,成品家居,BK1537,2419.08,-17.38,-0.71,102982664000,1.51,6,11,致欧科技,1.82,17,0.353,0.5070564516129032,0.5241935483870968,0.515625
290,塑料包装,BK1533,4232.65,-50.34,-1.18,49774781000,1.94,4,5,新天力,5.78,9,0.444,0.41330645161290325,0.6169354838709677,0.5151209677419355
324,铁矿石,BK1371,1617.1,-22.23,-1.36,69647384000,1.64,2,2,河钢资源,0.78,4,0.5,0.3477822580645161,0.6814516129032258,0.514616935483871
225,其他养殖,BK1510,777.24,-4.14,-0.53,8254338000,1.01,1,2,华英农业,1.11,3,0.333,0.5483870967741935,0.4798387096774194,0.5141129032258065
252,家居用品,BK0440,46663.17,-372.31,-0.79,463363296000,1.62,28,47,爱丽家居,9.99,75,0.373,0.49193548387096775,0.5362903225806451,0.5141129032258065
215,数字芯片设计,BK1331,32093.51,-143.52,-0.45,5462638080000,4.37,16,33,江波龙,12.23,49,0.327,0.5685483870967742,0.4576612903225806,0.5131048387096775
249,园林工程,BK1473,3427.92,-24.98,-0.72,53949653000,3.65,6,11,农尚环境,6.86,17,0.353,0.501008064516129,0.5241935483870968,0.5126008064516129
229,金融信息服务,BK1360,4589.36,-27.04,-0.59,35620662000,2.2,1,2,仁东控股,1.46,3,0.333,0.5403225806451613,0.4798387096774194,0.5100806451612903
283,鞋帽及其他,BK1354,718.61,-7.83,-1.08,45363631000,3.05,4,6,*ST起步,6.8,10,0.4,0.4334677419354839,0.5786290322580645,0.5060483870967742
334,印染,BK1351,1543.86,-22.62,-1.44,16756854000,2.65,2,2,航民股份,0.93,4,0.5,0.32963709677419356,0.6814516129032258,0.5055443548387096
253,百货,BK1551,1765.9,-14.09,-0.79,114776207000,1.1,7,13,中兴商业,1.46,20,0.35,0.49193548387096775,0.5151209677419355,0.5035282258064516
261,服装家纺,BK1225,2407.25,-20.61,-0.85,328188352000,1.69,21,37,ST际华,8.38,58,0.362,0.4747983870967742,0.5292338709677419,0.502016129032258
306,聚氨酯,BK1426,3600.5,-44.68,-1.23,256687587000,2.5,4,5,万华化学,2.65,9,0.444,0.38306451612903225,0.6169354838709677,0.5
221,影视动漫制作,BK1299,3202.38,-15.65,-0.49,127282286000,2.4,4,9,欢瑞世纪,9.94,13,0.308,0.5554435483870968,0.4425403225806452,0.498991935483871
207,综合,BK1217,11344.94,-46.27,-0.41,205732000000,1.56,5,13,综艺股份,3.28,18,0.278,0.5836693548387096,0.40725806451612906,0.4954637096774194
206,综合Ⅲ,BK1627,11344.94,-46.27,-0.41,205732000000,1.56,5,13,综艺股份,3.28,18,0.278,0.5836693548387096,0.40725806451612906,0.4954637096774194
208,综合Ⅱ,BK0539,11344.94,-46.27,-0.41,205732000000,1.56,5,13,综艺股份,3.28,18,0.278,0.5836693548387096,0.40725806451612906,0.4954637096774194
216,化妆品制造及其他,BK1497,2329.98,-10.67,-0.46,26541041000,1.29,2,5,锦盛新材,3.06,7,0.286,0.5665322580645161,0.4183467741935484,0.49243951612903225
262,轻工制造,BK1212,3211.88,-27.69,-0.85,998805264000,2.0,57,112,宜宾纸业,9.99,169,0.337,0.4747983870967742,0.5050403225806451,0.48991935483870963
211,小家电,BK1244,2135.24,-9.21,-0.43,192162035000,0.88,6,16,爱仕达,9.99,22,0.273,0.5776209677419355,0.3951612903225806,0.48639112903225806
258,乘用车,BK1262,3515.38,-29.11,-0.82,1320223072000,0.91,3,6,长城汽车,2.47,9,0.333,0.48286290322580644,0.4798387096774194,0.4813508064516129
182,生活用纸,BK1495,1120.08,-2.55,-0.23,51822988000,1.16,2,7,洁雅股份,9.55,9,0.222,0.6350806451612904,0.3215725806451613,0.47832661290322587
285,家用电器,BK0456,23534.89,-267.92,-1.13,2018961824000,2.0,37,68,爱仕达,9.99,105,0.352,0.4274193548387097,0.5201612903225806,0.47379032258064513
243,影视院线,BK1222,3160.83,-22.23,-0.7,164924888000,2.64,5,12,欢瑞世纪,9.94,17,0.294,0.5141129032258065,0.4264112903225806,0.47026209677419356
165,商用载客车,BK1531,3176.01,-2.47,-0.08,84485179000,1.45,1,4,宇通客车,1.49,5,0.2,0.6673387096774194,0.2721774193548387,0.469758064516129
286,基础化工,BK1206,3758.89,-43.79,-1.15,5032377600000,2.66,150,287,阿科力,10.0,437,0.343,0.4254032258064516,0.5100806451612904,0.467741935483871
271,医美耗材,BK1500,1365.38,-13.24,-0.96,59828334000,1.0,1,2,锦波生物,0.48,3,0.333,0.45564516129032256,0.4798387096774194,0.467741935483871
287,工业金属,BK1287,3241.05,-37.89,-1.16,2792169840000,2.68,20,39,明泰铝业,3.11,59,0.339,0.4223790322580645,0.5080645161290323,0.4652217741935484
217,其他医疗服务,BK1599,3997.22,-18.93,-0.47,19836583000,1.79,1,3,南华生物,2.26,4,0.25,0.5645161290322581,0.3649193548387097,0.4647177419354839
278,特钢Ⅱ,BK1227,2013.38,-20.86,-1.03,179222843000,0.73,4,8,中信特钢,2.82,12,0.333,0.4425403225806452,0.4798387096774194,0.46118951612903225
255,钢结构,BK1474,2593.88,-20.84,-0.8,57536160000,1.26,3,7,鸿路钢构,2.35,10,0.3,0.48689516129032256,0.43548387096774194,0.46118951612903225
277,特钢Ⅲ,BK1370,2013.38,-20.86,-1.03,179222843000,0.73,4,8,中信特钢,2.82,12,0.333,0.4425403225806452,0.4798387096774194,0.46118951612903225
296,装修建材,BK0476,15931.04,-191.16,-1.19,253687855000,2.07,13,24,青龙管业,6.33,37,0.351,0.4032258064516129,0.5181451612903226,0.46068548387096775
251,油服工程,BK1275,1673.06,-13.02,-0.77,209097908000,0.76,4,10,贝肯能源,9.98,14,0.286,0.4969758064516129,0.4183467741935484,0.4576612903225806
267,商贸零售,BK1213,2073.02,-19.78,-0.95,831470256000,1.22,31,67,全新好,6.36,98,0.316,0.46068548387096775,0.45161290322580644,0.4561491935483871
266,通信终端及配件,BK1593,3953.1,-37.41,-0.94,420175264000,3.39,8,19,菲菱科思,20.0,27,0.296,0.4657258064516129,0.42943548387096775,0.4475806451612903
293,家电零部件Ⅱ,BK1242,5340.71,-63.73,-1.18,419752720000,3.92,12,24,星帅尔,10.03,36,0.333,0.41330645161290325,0.4798387096774194,0.4465725806451613
292,家电零部件Ⅲ,BK1455,5340.71,-63.73,-1.18,419752720000,3.92,12,24,星帅尔,10.03,36,0.333,0.41330645161290325,0.4798387096774194,0.4465725806451613
303,化学制品,BK0538,33341.29,-409.33,-1.21,1896784576000,3.15,59,117,阿科力,10.0,176,0.335,0.3911290322580645,0.5020161290322581,0.4465725806451613
279,传媒,BK0486,8983.58,-94.96,-1.05,1387918640000,2.42,40,86,欢瑞世纪,9.94,126,0.317,0.43850806451612906,0.4536290322580645,0.44606854838709675
263,跨境电商,BK1547,2527.66,-22.16,-0.87,47983167000,2.82,2,5,赛维时代,3.61,7,0.286,0.4717741935483871,0.4183467741935484,0.44506048387096775
322,其他塑料制品,BK1440,5066.33,-69.25,-1.35,127864012000,2.24,8,14,艾艾精工,4.48,22,0.364,0.35181451612903225,0.5332661290322581,0.4425403225806452
396,厨房电器,BK1451,7917.84,-178.04,-2.2,33167105000,1.86,3,3,火星人,1.61,6,0.5,0.20362903225806453,0.6814516129032258,0.44254032258064513
299,海洋捕捞,BK1513,979.63,-11.8,-1.19,5128033000,1.05,1,2,开创国际,0.49,3,0.333,0.4032258064516129,0.4798387096774194,0.4415322580645161
327,其他建材Ⅲ,BK1468,4656.37,-65.74,-1.39,117198249000,2.17,6,11,北新建材,2.65,17,0.353,0.34274193548387094,0.5241935483870968,0.4334677419354839
342,合成树脂,BK1438,9368.76,-151.95,-1.6,198641563000,7.8,5,8,兴业股份,6.33,13,0.385,0.3094758064516129,0.5524193548387096,0.43094758064516125
300,建筑装饰,BK1209,2913.47,-35.34,-1.2,1812421024000,1.15,49,107,恒尚节能,9.99,156,0.314,0.3971774193548387,0.4485887096774194,0.422883064516129
237,汽车服务,BK1016,879.37,-5.79,-0.65,40286467000,1.05,2,7,国机汽车,2.81,9,0.222,0.5241935483870968,0.3215725806451613,0.422883064516129
357,贵金属,BK0732,2116.9,-37.6,-1.75,559523216000,5.5,5,8,山金国际,2.47,13,0.385,0.28225806451612906,0.5524193548387096,0.4173387096774194
291,卫浴制品,BK1541,634.47,-7.57,-1.18,34804962000,0.92,2,5,建霖家居,0.59,7,0.286,0.41330645161290325,0.4183467741935484,0.4158266129032258
246,水泥制品,BK1463,1989.03,-14.25,-0.71,29009359000,1.77,2,7,三和管桩,3.49,9,0.222,0.5070564516129032,0.3215725806451613,0.41431451612903225
268,纺织化学制品,BK1423,1470.35,-14.03,-0.95,94808369000,2.63,3,9,闰土股份,4.36,12,0.25,0.46068548387096775,0.3649193548387097,0.41280241935483875
272,其他运输设备,BK1522,1754.61,-17.31,-0.98,65209594000,1.38,2,6,绿通科技,1.03,8,0.25,0.4536290322580645,0.3649193548387097,0.4092741935483871
314,工程机械,BK0739,2260.24,-28.78,-1.26,787828544000,1.38,11,24,唯万密封,7.03,35,0.314,0.3699596774193548,0.4485887096774194,0.4092741935483871
280,公用事业,BK0427,9135.9,-96.75,-1.05,4261304608000,1.16,34,100,德龙汇能,9.99,134,0.254,0.43850806451612906,0.37701612903225806,0.40776209677419356
274,逆变器,BK1320,16678.41,-167.97,-1.0,495468768000,2.17,2,6,阳光电源,2.54,8,0.25,0.4495967741935484,0.3649193548387097,0.407258064516129
275,医疗美容,BK1253,1033.28,-10.63,-1.02,65762810000,0.73,1,3,锦波生物,0.48,4,0.25,0.4465725806451613,0.3649193548387097,0.4057459677419355
233,电能综合服务,BK1373,3113.76,-19.76,-0.63,212654612000,1.05,3,12,三峡水利,4.9,15,0.2,0.5332661290322581,0.2721774193548387,0.4027217741935484
367,大气治理,BK1388,3010.59,-57.1,-1.86,73222767000,2.75,3,5,电投水电,2.24,8,0.375,0.2610887096774194,0.5423387096774194,0.4017137096774194
264,输变电设备,BK1311,4119.82,-37.56,-0.9,567699600000,2.22,7,24,长高电气,5.65,31,0.226,0.46975806451612906,0.3336693548387097,0.4017137096774194
236,风力发电,BK1374,1965.86,-12.74,-0.64,841397552000,1.3,3,12,龙源电力,2.41,15,0.2,0.5282258064516129,0.2721774193548387,0.40020161290322576
326,其他化学制品,BK1428,4567.79,-64.26,-1.39,529667360000,3.13,25,53,阿科力,10.0,78,0.321,0.34274193548387094,0.45564516129032256,0.39919354838709675
305,工程咨询服务Ⅱ,BK0726,776.53,-9.54,-1.21,234203943000,3.5,13,34,同济科技,5.12,47,0.277,0.3911290322580645,0.39919354838709675,0.3951612903225806
304,工程咨询服务Ⅲ,BK1471,776.53,-9.54,-1.21,234203943000,3.5,13,34,同济科技,5.12,47,0.277,0.3911290322580645,0.39919354838709675,0.3951612903225806
347,化学工程,BK1476,2474.98,-40.5,-1.61,71072041000,1.46,2,4,中国化学,1.32,6,0.333,0.3024193548387097,0.4798387096774194,0.3911290322580645
302,其他计算机设备,BK1446,7944.74,-97.39,-1.21,1062149280000,2.84,17,47,中国长城,9.99,64,0.266,0.3911290322580645,0.3850806451612903,0.3881048387096774
350,防水材料,BK1465,8028.17,-136.94,-1.68,42664276000,2.24,1,2,东方雨虹,0.08,3,0.333,0.29435483870967744,0.4798387096774194,0.3870967741935484
354,综合电商,BK1548,979.4,-17.06,-1.71,26172430000,0.42,1,2,ST通葡,1.17,3,0.333,0.28931451612903225,0.4798387096774194,0.3845766129032258
313,包装印刷,BK1265,3646.99,-46.4,-1.26,267159700000,2.15,13,34,新巨丰,11.38,47,0.277,0.3699596774193548,0.39919354838709675,0.38457661290322576
329,涂料油墨,BK1430,3959.63,-56.67,-1.41,93145834000,3.83,5,12,百合花,8.62,17,0.294,0.3387096774193548,0.4264112903225806,0.38256048387096775
385,无机盐,BK1422,3369.21,-68.59,-2.0,167811271000,2.07,4,7,振华股份,10.0,11,0.364,0.22580645161290322,0.5332661290322581,0.3795362903225807
260,农用机械,BK1404,1602.26,-13.6,-0.84,45375375000,1.98,2,8,一拖股份,1.42,10,0.2,0.4788306451612903,0.2721774193548387,0.3755040322580645
294,火力发电,BK1377,2414.65,-28.86,-1.18,1064531616000,1.48,7,24,豫能控股,5.39,31,0.226,0.41330645161290325,0.3336693548387097,0.3734879032258065
319,文娱用品,BK1266,3084.41,-41.1,-1.31,107822915000,2.49,6,17,齐心集团,3.71,23,0.261,0.36088709677419356,0.3800403225806452,0.3704637096774194
308,钟表珠宝,BK1357,1910.92,-23.83,-1.23,101474929000,1.7,3,10,老凤祥,1.52,13,0.231,0.38306451612903225,0.34375,0.3634072580645161
331,汽车,BK1211,4054.22,-58.34,-1.42,4622005504000,1.95,83,234,晋拓股份,9.99,317,0.262,0.33568548387096775,0.38306451612903225,0.359375
481,其他数字媒体,BK1295,1081.93,-50.09,-4.42,11881538000,21.11,1,1,风语筑,3.44,2,0.5,0.03225806451612903,0.6814516129032258,0.3568548387096774
325,定制家居,BK1539,6871.42,-95.04,-1.36,74659862000,1.54,4,12,顶固集创,1.34,16,0.25,0.3477822580645161,0.3649193548387097,0.3563508064516129
338,其他纺织,BK1350,1991.98,-30.23,-1.49,66092853000,2.02,4,11,云中马,4.74,15,0.267,0.3215725806451613,0.3870967741935484,0.35433467741935487
288,电力,BK0428,18813.38,-221.3,-1.16,3992088448000,1.17,21,83,韶能股份,6.67,104,0.202,0.4223790322580645,0.2862903225806452,0.35433467741935487
330,院线,BK1300,581.68,-8.35,-1.42,37663719000,3.78,1,3,金逸影视,0.14,4,0.25,0.33568548387096775,0.3649193548387097,0.35030241935483875
301,房地产服务,BK1045,1014.0,-12.4,-1.21,54041589000,1.68,3,11,中交发展,2.53,14,0.214,0.3911290322580645,0.3074596774193548,0.34929435483870963
356,电子化学品Ⅱ,BK1039,4348.98,-76.85,-1.74,949268000000,7.92,10,26,格林达,10.0,36,0.278,0.2852822580645161,0.40725806451612906,0.3462701612903226
355,电子化学品Ⅲ,BK1332,4348.98,-76.85,-1.74,949268000000,7.92,10,26,格林达,10.0,36,0.278,0.2852822580645161,0.40725806451612906,0.3462701612903226
265,油气及炼化工程,BK1572,1556.16,-14.3,-0.91,62430099000,0.99,1,5,海油工程,0.19,6,0.167,0.46774193548387094,0.2157258064516129,0.34173387096774194
346,底盘与发动机系统,BK1526,4321.25,-70.66,-1.61,1182673584000,3.05,29,82,长源东谷,6.45,111,0.261,0.3024193548387097,0.3800403225806452,0.34122983870967744
339,计算机设备,BK0735,1588.77,-24.29,-1.51,1566878432000,2.35,22,69,中国长城,9.99,91,0.242,0.3175403225806452,0.3528225806451613,0.33518145161290325
317,轨交设备Ⅲ,BK1394,1734.26,-23.01,-1.31,425186384000,0.86,6,22,*ST天宜,2.03,28,0.214,0.36088709677419356,0.3074596774193548,0.3341733870967742
318,轨交设备Ⅱ,BK1236,1734.26,-23.01,-1.31,425186384000,0.86,6,22,*ST天宜,2.03,28,0.214,0.36088709677419356,0.3074596774193548,0.3341733870967742
340,光伏发电,BK1375,3201.78,-49.04,-1.51,127939509000,2.18,3,10,东方新能,0.9,13,0.231,0.3175403225806452,0.34375,0.3306451612903226
379,非金属材料Ⅲ,BK1411,2270.9,-45.44,-1.96,158919388000,3.73,4,10,金戈新材,3.62,14,0.286,0.23790322580645162,0.4183467741935484,0.328125
380,非金属材料Ⅱ,BK1020,2270.9,-45.44,-1.96,158919388000,3.73,4,10,金戈新材,3.62,14,0.286,0.23790322580645162,0.4183467741935484,0.328125
332,其他化学原料,BK1420,3144.65,-45.59,-1.43,172544215000,1.73,4,14,卫星化学,2.33,18,0.222,0.3326612903225806,0.3215725806451613,0.327116935483871
333,化学纤维,BK0471,17295.96,-252.07,-1.44,289479040000,2.73,6,21,*ST三房,6.67,27,0.222,0.32963709677419356,0.3215725806451613,0.32560483870967744
390,专业工程,BK1248,3745.91,-78.61,-2.06,441573584000,1.53,12,28,鸿路钢构,2.35,40,0.3,0.2157258064516129,0.43548387096774194,0.32560483870967744
368,电子,BK1201,15364.78,-291.43,-1.86,24585029120000,5.3,136,371,中电港,10.0,507,0.268,0.2610887096774194,0.38911290322580644,0.3251008064516129
